,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
6784,2022-07-13,1122.7186041150464,South,FL,"Miami-Dade County, FL",12086
6785,2022-07-13,987.1931715305708,Northeast,CT,"Middlesex County, CT",9007
6786,2022-07-13,1244.6252134670135,Northeast,MA,"Middlesex County, MA",25017
6787,2022-07-13,943.276504315515,Northeast,NJ,"Middlesex County, NJ",34023
6788,2022-07-13,885.8983873692547,Midwest,SD,"Minnehaha County, SD",46099
6789,2022-07-13,828.526274789505,West,AZ,"Mohave County, AZ",4015
6790,2022-07-13,996.7901382713284,Northeast,NJ,"Monmouth County, NJ",34025
6791,2022-07-13,1446.866416362048,Midwest,IN,"Monroe County, IN",18105
6792,2022-07-13,1185.921203587569,West,CA,"Monterey County, CA",6053
6793,2022-07-13,625.991673292361,Northeast,PA,"Montgomery County, PA",42091
6794,2022-07-13,1601.7983963283789,West,OR,"Multnomah County, OR",41051
6795,2022-07-13,1963.27589675695,Northeast,MA,"Nantucket County, MA",25019
6796,2022-07-13,1022.8123667222924,South,DE,"New Castle County, DE",10003
6797,2022-07-13,958.7959507147672,Northeast,CT,"New Haven County, CT",9009
6798,2022-07-13,1878.553933121677,Northeast,CT,"New London County, CT",9011
6799,2022-07-13,598.290817736722,South,WV,"Ohio County, WV",54069
6800,2022-07-13,1083.9984850537917,South,OK,"Oklahoma County, OK",40109
6801,2022-07-13,2468.0010133414094,South,FL,"Orange County, FL",12095
6802,2022-07-13,614.230690434957,Northeast,VT,"Orleans County, VT",50019
6803,2022-07-13,467.5511166527467,Northeast,ME,"Oxford County, ME",23017
6804,2022-07-13,841.9555718064485,Northeast,NJ,"Passaic County, NJ",34031
6805,2022-07-13,1664.4978171827413,Midwest,SD,"Pennington County, SD",46103
6806,2022-07-13,712.192348891418,Northeast,ME,"Penobscot County, ME",23019
6807,2022-07-13,870.2095014057345,Midwest,IL,"Peoria County, IL",17143
6808,2022-07-13,3974.461267378337,South,VA,"Petersburg city, VA",51730
6809,2022-07-13,2974.202779594079,South,SC,"Pickens County, SC",45077
6810,2022-07-13,703.6143640941136,West,AZ,"Pima County, AZ",4019
6811,2022-07-13,1155.773144015698,South,FL,"Pinellas County, FL",12103
6812,2022-07-13,2620.7369240663406,Northeast,ME,"Piscataquis County, ME",23021
6813,2022-07-13,1329.740643305674,Northeast,MA,"Plymouth County, MA",25023
6814,2022-07-13,639.3918579484244,Midwest,IA,"Polk County, IA",19153
6815,2022-07-13,1187.14384035048,Northeast,RI,"Providence County, RI",44007
6816,2022-07-13,1554.4742279804689,South,AR,"Pulaski County, AR",5119
6817,2022-07-13,1527.6707964611885,South,VA,"Pulaski County, VA",51155
6818,2022-07-13,2039.456974898581,South,LA,"Rapides Parish, LA",22079
6819,2022-07-13,1002.0807471065906,Midwest,KS,"Reno County, KS",20155
6820,2022-07-13,579.1547697112318,West,CA,"Riverside County, CA",6065
6821,2022-07-13,719.1203589451998,West,CA,"Sacramento County, CA",6067
6822,2022-07-13,584.8999654909836,Northeast,ME,"Sagadahoc County, ME",23023
6823,2022-07-13,945.9652140609624,West,UT,"Salt Lake County, UT",49035
6824,2022-07-13,1129.8991803645215,West,CA,"San Diego County, CA",6073
6825,2022-07-13,2327.707325584124,West,CA,"San Luis Obispo County, CA",6079
6826,2022-07-13,1118.5499517830197,West,CA,"Santa Cruz County, CA",6087
6827,2022-07-13,1205.996678749458,West,NM,"Santa Fe County, NM",35049
6828,2022-07-13,807.2680093514604,Midwest,KS,"Sedgwick County, KS",20173
6829,2022-07-13,1574.0201632969545,South,FL,"Seminole County, FL",12117
6830,2022-07-13,1049.6213669221916,Midwest,KS,"Shawnee County, KS",20177
6831,2022-07-13,1031.0034190120273,South,TN,"Shelby County, TN",47157
6832,2022-07-13,2255.035955187465,West,WA,"Snohomish County, WA",53061
6833,2022-07-13,663.5156375379421,West,CA,"Sonoma County, CA",6097
6834,2022-07-13,1080.922141294801,US Territories,VI,"St. Croix Island, VI",78010
6835,2022-07-13,2033.035240616241,US Territories,VI,"St. John Island, VI",78020
6836,2022-07-13,594.7482028517261,Midwest,IN,"St. Joseph County, IN",18141
6837,2022-07-13,2902.84531454306,US Territories,VI,"St. Thomas Island, VI",78030
6838,2022-07-13,1202.5768740029455,South,VA,"Stafford County, VA",51179
6839,2022-07-13,1477.9066257697975,South,NC,"Stanly County, NC",37167
6840,2022-07-13,686.0341146812822,Northeast,MA,"Suffolk County, MA",25025
6841,2022-07-13,854.4311037132901,Northeast,NH,"Sullivan County, NH",33019
6842,2022-07-13,1761.2661477152944,South,TN,"Sullivan County, TN",47163
6843,2022-07-13,852.2566236196641,Midwest,OH,"Summit County, OH",39153
6844,2022-07-13,2350.559278764388,West,WY,"Sweetwater County, WY",56037
6845,2022-07-13,1203.3329630277346,Midwest,IN,"Tippecanoe County, IN",18157
6846,2022-07-13,580.5075020315018,South,TX,"Travis County, TX",48453
6847,2022-07-13,858.9931859512353,Northeast,NJ,"Union County, NJ",34039
6848,2022-07-13,1033.8630593385242,South,NC,"Vance County, NC",37181
6849,2022-07-13,1223.5686897642106,Midwest,IN,"Vigo County, IN",18167
6850,2022-07-13,580.4473504680292,Northeast,ME,"Waldo County, ME",23027
6851,2022-07-13,954.7443682134564,Northeast,ME,"Washington County, ME",23029
6852,2022-07-13,435.9334346424035,Northeast,RI,"Washington County, RI",44009
6853,2022-07-13,1015.5178491258451,South,DC,"Washington, DC",11001
6854,2022-07-13,940.0830692857865,West,NV,"Washoe County, NV",32031
6855,2022-07-13,1240.17818438398,Midwest,IN,"Wayne County, IN",18177
6856,2022-07-13,472.5124730639743,South,TX,"Webb County, TX",48479
6857,2022-07-13,784.1549708578863,Midwest,IL,"Winnebago County, IL",17201
6858,2022-07-13,1398.9490974757052,South,VA,"Wise County, VA",51195
6859,2022-07-13,968.8458889593744,Midwest,IA,"Woodbury County, IA",19193
6860,2022-07-13,1664.6572854176795,Northeast,MA,"Worcester County, MA",25027
6861,2022-07-13,1671.974962415103,West,OR,"Yamhill County, OR",41071
6862,2022-07-13,1104.7724721057948,Midwest,SD,"Yankton County, SD",46135
6863,2022-07-13,1869.378089030981,West,AZ,"Yavapai County, AZ",4025
6864,2022-07-13,976.0164936657512,Northeast,ME,"York County, ME",23031
6865,2022-07-20,1715.772811482532,West,ID,"Ada County, ID",16001
6866,2022-07-20,786.8151719207708,West,CA,"Alameda County, CA",6001
6867,2022-07-20,980.0672067969014,South,VA,"Alexandria City, VA",51510
6868,2022-07-20,870.1350179170562,South,MD,"Allegany County, MD",24001
6869,2022-07-20,614.7778981622731,South,VA,"Alleghany County, VA",51005
6870,2022-07-20,1255.7067845859608,Midwest,IN,"Allen County, IN",18003
6871,2022-07-20,2453.24323438683,Midwest,KS,"Allen County, KS",20001
6872,2022-07-20,2300.028967603874,South,SC,"Anderson County, SC",45007
6873,2022-07-20,1140.2019485835317,Northeast,ME,"Androscoggin County, ME",23001
6874,2022-07-20,942.039272100114,South,MD,"Anne Arundel County, MD",24003
6875,2022-07-20,937.4302410164212,West,CO,"Arapahoe County, CO",8005
6876,2022-07-20,803.3752568088712,South,VA,"Arlington County, VA",51013
6877,2022-07-20,855.9844732181508,Northeast,ME,"Aroostook County, ME",23003
6878,2022-07-20,1795.5550758757663,Northeast,MA,"Barnstable County, MA",25001
6879,2022-07-20,929.234269306302,Midwest,IN,"Bartholomew County, IN",18005
6880,2022-07-20,1113.2759353996728,South,OK,"Beckham County, OK",40009
6881,2022-07-20,859.5026631056508,Northeast,VT,"Bennington County, VT",50003
6882,2022-07-20,1381.5147949209595,South,AR,"Benton County, AR",5007
6883,2022-07-20,651.797517994204,West,WA,"Benton County, WA",53005
6884,2022-07-20,661.0997035527797,Northeast,MA,"Berkshire County, MA",25003
6885,2022-07-20,702.1214738713405,West,NM,"Bernalillo County, NM",35001
6886,2022-07-20,421.8999386200696,Northeast,MA,"Bristol County, MA",25005
6887,2022-07-20,1008.001655576762,Northeast,RI,"Bristol County, RI",44001
6888,2022-07-20,974.0639015070872,Northeast,PA,"Butler County, PA",42019
6889,2022-07-20,1783.1881338407925,Midwest,MO,"Cape Girardeau County, MO",29031
6890,2022-07-20,2110.5006267230306,South,KY,"Carroll County, KY",21041
6891,2022-07-20,1033.9095312817265,Northeast,NH,"Carroll County, NH",33003
6892,2022-07-20,801.8141900248908,South,OK,"Carter County, OK",40019
6893,2022-07-20,946.6813374830464,South,MD,"Charles County, MD",24017
6894,2022-07-20,1291.236283128752,Northeast,PA,"Chester County, PA",42029
6895,2022-07-20,913.0335854032392,Northeast,VT,"Chittenden County, VT",50007
6896,2022-07-20,1493.8506213381545,West,OR,"Clackamas County, OR",41005
6897,2022-07-20,713.4318312216179,West,NV,"Clark County, NV",32003
6898,2022-07-20,1330.2584269080037,West,WA,"Clark County, WA",53011
6899,2022-07-20,1193.752341293142,South,AL,"Colbert County, AL",1033
6900,2022-07-20,2188.0458541184253,South,OK,"Comanche County, OK",40031
6901,2022-07-20,791.9735395118668,West,CA,"Contra Costa County, CA",6013
6902,2022-07-20,924.3903380550964,Midwest,IL,"Cook County, IL",17031
6903,2022-07-20,749.8368367187005,Northeast,ME,"Cumberland County, ME",23005
6904,2022-07-20,1053.861817411563,South,NC,"Cumberland County, NC",37051
6905,2022-07-20,777.482928548759,Midwest,MN,"Dakota County, MN",27037
6906,2022-07-20,433.3057665106566,South,TX,"Dallas County, TX",48113
6907,2022-07-20,855.4796734194906,Midwest,WI,"Dane County, WI",55025
6908,2022-07-20,1237.7857061459936,Northeast,PA,"Dauphin County, PA",42043
6909,2022-07-20,950.219455251192,South,TN,"Davidson County, TN",47037
6910,2022-07-20,1192.840475110282,West,UT,"Davis County, UT",49011
6911,2022-07-20,1706.0469973149582,South,GA,"DeKalb County, GA",13089
6912,2022-07-20,998.7865232331064,Midwest,IN,"Delaware County, IN",18035
6913,2022-07-20,1098.861409664198,Midwest,IN,"Dubois County, IN",18037
6914,2022-07-20,1180.229620977949,South,NC,"Duplin County, NC",37061
6915,2022-07-20,1178.6187149622076,South,LA,"East Baton Rouge Parish, LA",22033
6916,2022-07-20,1232.3253542676896,West,CA,"El Dorado County, CA",6017
6917,2022-07-20,490.58348763788143,South,TX,"El Paso County, TX",48141
6918,2022-07-20,1330.7436366864465,West,NV,"Elko County, NV",32007
6919,2022-07-20,830.9321583687423,Northeast,PA,"Erie County, PA",42049
6920,2022-07-20,1366.494757381038,Northeast,MA,"Essex County, MA",25009
6921,2022-07-20,616.0221941747004,Northeast,NJ,"Essex County, NJ",34013
6922,2022-07-20,773.5358671702975,Northeast,CT,"Fairfield County, CT",9001
6923,2022-07-20,2299.266991815281,South,SC,"Florence County, SC",45041
6924,2022-07-20,259.63004727276206,Midwest,KS,"Ford County, KS",20057
6925,2022-07-20,751.9259601825379,Northeast,MA,"Franklin County, MA",25011
6926,2022-07-20,960.80666487337,Northeast,PA,"Franklin County, PA",42055
6927,2022-07-20,1149.452162655781,South,VA,"Franklin County, VA",51067
6928,2022-07-20,355.0191965864967,Northeast,VT,"Franklin County, VT",50011
6929,2022-07-20,842.3914711617413,South,VA,"Frederick County, VA",51069
6930,2022-07-20,754.9255941971363,West,CO,"Garfield County, CO",8045
6931,2022-07-20,519.1776711609133,South,MD,"Garrett County, MD",24023
6932,2022-07-20,822.3064660304464,South,SC,"Georgetown County, SC",45043
6933,2022-07-20,1128.345035099113,South,SC,"Greenville County, SC",45045
6934,2022-07-20,1483.3555706095842,South,SC,"Greenwood County, SC",45047
6935,2022-07-20,1101.906330326054,Midwest,IN,"Hamilton County, IN",18057
6936,2022-07-20,2883.6046852230606,South,TN,"Hamilton County, TN",47065
6937,2022-07-20,986.1594375997912,Northeast,MA,"Hampden County, MA",25013
6938,2022-07-20,830.3939956047585,Northeast,MA,"Hampshire County, MA",25015
6939,2022-07-20,1320.5720523875104,Northeast,ME,"Hancock County, ME",23009
6940,2022-07-20,1517.2665326440483,South,VA,"Hanover County, VA",51085
6941,2022-07-20,6329.607924032002,South,KY,"Harrison County, KY",21097
6942,2022-07-20,1163.1464336349975,South,VA,"Harrisonburg City, VA",51660
6943,2022-07-20,1271.9516797498227,Northeast,CT,"Hartford County, CT",9003
6944,2022-07-20,2997.1861077060435,West,HI,"Hawaii County, HI",15001
6945,2022-07-20,815.4004135325953,Midwest,MN,"Hennepin County, MN",27053
6946,2022-07-20,1405.6772402748136,South,VA,"Henry County, VA",51089
6947,2022-07-20,1808.2730810674216,South,FL,"Hillsborough County, FL",12057
6948,2022-07-20,959.1375482973444,West,HI,"Honolulu County, HI",15003
6949,2022-07-20,1771.5727217745653,Midwest,IN,"Howard County, IN",18067
6950,2022-07-20,1649.05778421813,West,CA,"Humboldt County, CA",6023
6951,2022-07-20,1539.726462713969,Midwest,IN,"Huntington County, IN",18069
6952,2022-07-20,586.3908039396366,Northeast,PA,"Indiana County, PA",42063
6953,2022-07-20,1022.230186669978,South,KY,"Jefferson County, KY",21111
6954,2022-07-20,679.0059676875846,Midwest,IA,"Johnson County, IA",19103
6955,2022-07-20,1650.2792839859194,Midwest,KS,"Johnson County, KS",20091
6956,2022-07-20,621.2806837977927,Midwest,IL,"Kankakee County, IL",17091
6957,2022-07-20,2271.411213519757,West,HI,"Kauai County, HI",15007
6958,2022-07-20,655.1102725572786,South,TX,"Kaufman County, TX",48257
6959,2022-07-20,993.4545654595833,Midwest,NE,"Keith County, NE",31101
6960,2022-07-20,1181.9472510567011,Northeast,ME,"Kennebec County, ME",23011
6961,2022-07-20,1368.6190179882062,Northeast,RI,"Kent County, RI",44003
6962,2022-07-20,1217.99668994415,South,KY,"Kenton County, KY",21117
6963,2022-07-20,610.968280983503,West,CA,"Kings County, CA",6031
6964,2022-07-20,1186.2685085592964,Northeast,ME,"Knox County, ME",23013
6965,2022-07-20,595.995029756143,Midwest,IN,"Kosciusko County, IN",18085
6966,2022-07-20,465.8576520289852,West,AZ,"La Paz County, AZ",4012
6967,2022-07-20,697.2212611103802,Midwest,IN,"LaGrange County, IN",18087
6968,2022-07-20,733.0871473677781,Northeast,PA,"Lackawanna County, PA",42069
6969,2022-07-20,745.2598594023889,Midwest,IN,"Lake County, IN",18089
6970,2022-07-20,2101.317929044404,West,ID,"Latah County, ID",16057
6971,2022-07-20,686.5043668626171,Midwest,MI,"Leelanau County, MI",26089
6972,2022-07-20,2095.2283038772853,Northeast,ME,"Lincoln County, ME",23015
6973,2022-07-20,1602.9550236979885,West,NM,"Los Alamos County, NM",35028
6974,2022-07-20,1065.617600954154,West,CA,"Los Angeles County, CA",6037
6975,2022-07-20,1320.4450509582457,South,VA,"Loudoun County, VA",51107
6976,2022-07-20,2299.3327697937257,South,GA,"Lowndes County, GA",13185
6977,2022-07-20,954.7551316555082,Northeast,PA,"Luzerne County, PA",42079
6978,2022-07-20,868.4623175959958,South,AL,"Madison County, AL",1089
6979,2022-07-20,699.2131017364997,Midwest,WI,"Marathon County, WI",55073
6981,2022-07-20,966.1495627454188,West,WA,"Mason County, WA",53045
6982,2022-07-20,934.8792481300372,South,VA,"Mecklenburg County, VA",51117
6983,2022-07-20,1202.2199944497172,Northeast,NH,"Merrimack County, NH",33013
6984,2022-07-20,1229.531336360693,South,FL,"Miami-Dade County, FL",12086
6985,2022-07-20,772.1592456716625,Northeast,CT,"Middlesex County, CT",9007
6986,2022-07-20,1316.6973842362777,Northeast,MA,"Middlesex County, MA",25017
6987,2022-07-20,1362.870697993672,Northeast,NJ,"Middlesex County, NJ",34023
6988,2022-07-20,955.4230715163998,Midwest,SD,"Minnehaha County, SD",46099
6989,2022-07-20,783.5274981984581,West,AZ,"Mohave County, AZ",4015
6990,2022-07-20,763.2343533517975,Northeast,NJ,"Monmouth County, NJ",34025
6991,2022-07-20,1490.4373066268702,Midwest,IN,"Monroe County, IN",18105
6992,2022-07-20,1656.3692755062184,West,CA,"Monterey County, CA",6053
6993,2022-07-20,664.8420755780556,Northeast,PA,"Montgomery County, PA",42091
6994,2022-07-20,1309.0545737291934,West,OR,"Multnomah County, OR",41051
6995,2022-07-20,956.4964111132228,South,DE,"New Castle County, DE",10003
6996,2022-07-20,1251.9364795017784,Northeast,CT,"New Haven County, CT",9009
6997,2022-07-20,1560.62963387662,Northeast,CT,"New London County, CT",9011
6998,2022-07-20,1555.1423898936252,South,WV,"Ohio County, WV",54069
6999,2022-07-20,1018.0389975664827,South,OK,"Oklahoma County, OK",40109
7000,2022-07-20,3110.5443134128,South,FL,"Orange County, FL",12095
7001,2022-07-20,1135.7175821505216,Northeast,VT,"Orleans County, VT",50019
7002,2022-07-20,513.8134014912545,Northeast,ME,"Oxford County, ME",23017
7003,2022-07-20,1321.072525608761,South,FL,"Palm Beach County, FL",12099
7004,2022-07-20,1248.566299588065,Northeast,NJ,"Passaic County, NJ",34031
7005,2022-07-20,1602.6047679501537,Midwest,SD,"Pennington County, SD",46103
7006,2022-07-20,1025.4699798430122,Northeast,ME,"Penobscot County, ME",23019
7007,2022-07-20,1212.2016273450693,Midwest,IL,"Peoria County, IL",17143
7008,2022-07-20,3356.721905131943,South,VA,"Petersburg city, VA",51730
7009,2022-07-20,1826.6234406821343,South,SC,"Pickens County, SC",45077
7010,2022-07-20,531.7013085964176,West,AZ,"Pima County, AZ",4019
7011,2022-07-20,1286.1823367763875,South,FL,"Pinellas County, FL",12103
7012,2022-07-20,3958.164673954408,Northeast,ME,"Piscataquis County, ME",23021
7013,2022-07-20,1308.9237362320232,Northeast,MA,"Plymouth County, MA",25023
7014,2022-07-20,711.7090788937913,Midwest,IA,"Polk County, IA",19153
7015,2022-07-20,1024.6128760190068,Northeast,RI,"Providence County, RI",44007
7016,2022-07-20,1176.7264527795671,South,AR,"Pulaski County, AR",5119
7017,2022-07-20,1398.3143848951192,South,VA,"Pulaski County, VA",51155
7018,2022-07-20,1403.3653261042252,Midwest,KS,"Reno County, KS",20155
7019,2022-07-20,446.1209466567502,West,CA,"Riverside County, CA",6065
7020,2022-07-20,708.7048402977917,West,CA,"Sacramento County, CA",6067
7021,2022-07-20,741.8094595805527,Northeast,ME,"Sagadahoc County, ME",23023
7022,2022-07-20,1045.74848736578,West,CA,"San Diego County, CA",6073
7023,2022-07-20,6712.864115644024,West,CA,"San Luis Obispo County, CA",6079
7024,2022-07-20,1174.4500129938626,West,CA,"Santa Cruz County, CA",6087
7025,2022-07-20,1347.7496175384597,West,NM,"Santa Fe County, NM",35049
7026,2022-07-20,1253.7135070095885,Midwest,KS,"Sedgwick County, KS",20173
7027,2022-07-20,1966.7165160613824,South,FL,"Seminole County, FL",12117
7028,2022-07-20,942.7468041637552,Midwest,KS,"Shawnee County, KS",20177
7029,2022-07-20,959.8782776896596,South,TN,"Shelby County, TN",47157
7030,2022-07-20,1618.675145375796,West,WA,"Snohomish County, WA",53061
7031,2022-07-20,830.1405856642954,West,CA,"Sonoma County, CA",6097
7032,2022-07-20,922.1262009165694,US Territories,VI,"St. Croix Island, VI",78010
7033,2022-07-20,1153.24431040845,US Territories,VI,"St. John Island, VI",78020
7034,2022-07-20,811.303887225058,Midwest,IN,"St. Joseph County, IN",18141
7035,2022-07-20,2710.52599243868,US Territories,VI,"St. Thomas Island, VI",78030
7036,2022-07-20,1159.2979738455022,South,VA,"Stafford County, VA",51179
7037,2022-07-20,1320.0541664598477,South,NC,"Stanly County, NC",37167
7038,2022-07-20,612.6443906940981,Northeast,MA,"Suffolk County, MA",25025
7039,2022-07-20,708.8342889834986,Northeast,NH,"Sullivan County, NH",33019
7040,2022-07-20,1412.9108255626188,South,TN,"Sullivan County, TN",47163
7041,2022-07-20,754.4487071229379,Midwest,OH,"Summit County, OH",39153
7042,2022-07-20,2004.410438674421,West,WY,"Sweetwater County, WY",56037
7043,2022-07-20,1201.0204403293556,Midwest,IN,"Tippecanoe County, IN",18157
7044,2022-07-20,624.2208304532045,South,TX,"Travis County, TX",48453
7045,2022-07-20,904.322147593112,Northeast,NJ,"Union County, NJ",34039
7046,2022-07-20,876.8158292662479,South,NC,"Vance County, NC",37181
7047,2022-07-20,1227.1680008859855,Midwest,IN,"Vigo County, IN",18167
7048,2022-07-20,707.4878517420617,Northeast,ME,"Waldo County, ME",23027
7049,2022-07-20,1498.427247329395,Northeast,ME,"Washington County, ME",23029
7050,2022-07-20,416.0191855766168,Northeast,RI,"Washington County, RI",44009
7051,2022-07-20,1363.4795655730015,South,DC,"Washington, DC",11001
7052,2022-07-20,864.3709208853033,West,NV,"Washoe County, NV",32031
7053,2022-07-20,1793.261456926875,Midwest,IN,"Wayne County, IN",18177
7054,2022-07-20,668.9650548362598,South,TX,"Webb County, TX",48479
7055,2022-07-20,843.360449139335,Midwest,IL,"Winnebago County, IL",17201
7056,2022-07-20,1400.3609705071497,South,VA,"Wise County, VA",51195
7057,2022-07-20,919.5260520915276,Midwest,IA,"Woodbury County, IA",19193
7058,2022-07-20,1301.05090346542,Northeast,MA,"Worcester County, MA",25027
7059,2022-07-20,1235.408389494088,West,OR,"Yamhill County, OR",41071
7060,2022-07-20,800.7649510512589,Midwest,SD,"Yankton County, SD",46135
7061,2022-07-20,2248.0355558948845,West,AZ,"Yavapai County, AZ",4025
7062,2022-07-20,977.9311883325616,Northeast,ME,"York County, ME",23031
7063,2022-07-27,1634.358023729843,West,ID,"Ada County, ID",16001
7064,2022-07-27,645.7342152032173,West,CA,"Alameda County, CA",6001
7065,2022-07-27,1502.1923948654348,South,VA,"Alexandria City, VA",51510
7066,2022-07-27,869.91003579346,South,MD,"Allegany County, MD",24001
7067,2022-07-27,1552.5205876641758,South,VA,"Alleghany County, VA",51005
7068,2022-07-27,1109.3904882470588,Midwest,IN,"Allen County, IN",18003
7069,2022-07-27,1429.4737663326575,Midwest,KS,"Allen County, KS",20001
7070,2022-07-27,2013.7840405748173,South,SC,"Anderson County, SC",45007
7071,2022-07-27,1065.10561142418,Northeast,ME,"Androscoggin County, ME",23001
7072,2022-07-27,1173.192595448558,South,MD,"Anne Arundel County, MD",24003
7073,2022-07-27,839.9787325999154,West,CO,"Arapahoe County, CO",8005
7074,2022-07-27,963.7395976556736,Northeast,ME,"Aroostook County, ME",23003
7075,2022-07-27,1116.507406079463,Northeast,MA,"Barnstable County, MA",25001
7076,2022-07-27,1077.7682703035855,Midwest,IN,"Bartholomew County, IN",18005
7077,2022-07-27,1174.2609773318818,South,OK,"Beckham County, OK",40009
7078,2022-07-27,878.6927574093515,Northeast,VT,"Bennington County, VT",50003
7079,2022-07-27,862.3885874456381,South,AR,"Benton County, AR",5007
7080,2022-07-27,599.6614395416096,West,WA,"Benton County, WA",53005
7081,2022-07-27,777.6222682285692,Northeast,MA,"Berkshire County, MA",25003
7082,2022-07-27,619.3393418318939,West,NM,"Bernalillo County, NM",35001
7083,2022-07-27,538.0241999218512,Northeast,MA,"Bristol County, MA",25005
7084,2022-07-27,738.3388418744711,Northeast,RI,"Bristol County, RI",44001
7085,2022-07-27,1171.2601389369397,Northeast,PA,"Butler County, PA",42019
7086,2022-07-27,1202.5115865262749,South,KY,"Carroll County, KY",21041
7087,2022-07-27,750.4252851862557,Northeast,NH,"Carroll County, NH",33003
7088,2022-07-27,931.762177918104,South,OK,"Carter County, OK",40019
7089,2022-07-27,952.8068281230936,South,MD,"Charles County, MD",24017
7090,2022-07-27,1040.0921723692666,Northeast,PA,"Chester County, PA",42029
7091,2022-07-27,838.2664160640483,Northeast,VT,"Chittenden County, VT",50007
7092,2022-07-27,1934.7134258834185,West,OR,"Clackamas County, OR",41005
7093,2022-07-27,721.5966849769593,West,NV,"Clark County, NV",32003
7094,2022-07-27,1113.4257694003352,West,WA,"Clark County, WA",53011
7095,2022-07-27,1406.1645572875707,South,AL,"Colbert County, AL",1033
7096,2022-07-27,1212.9116254507,South,OK,"Comanche County, OK",40031
7097,2022-07-27,719.2845228345237,West,CA,"Contra Costa County, CA",6013
7098,2022-07-27,552.0736144391866,Midwest,IL,"Cook County, IL",17031
7099,2022-07-27,927.4372865939214,Northeast,ME,"Cumberland County, ME",23005
7100,2022-07-27,1019.7733731630308,South,NC,"Cumberland County, NC",37051
7101,2022-07-27,673.1552730157736,Midwest,MN,"Dakota County, MN",27037
7102,2022-07-27,467.71163930156825,South,TX,"Dallas County, TX",48113
7103,2022-07-27,708.2589021283408,Midwest,WI,"Dane County, WI",55025
7104,2022-07-27,1255.3273247699808,Northeast,PA,"Dauphin County, PA",42043
7105,2022-07-27,787.0930255674099,South,TN,"Davidson County, TN",47037
7106,2022-07-27,1285.2038993639007,West,UT,"Davis County, UT",49011
7107,2022-07-27,2280.060152317454,South,GA,"DeKalb County, GA",13089
7108,2022-07-27,1576.7517545919736,Midwest,IN,"Delaware County, IN",18035
7109,2022-07-27,1467.8737530332291,West,OR,"Deschutes County, OR",41017
7110,2022-07-27,1166.0266019481749,Midwest,IN,"Dubois County, IN",18037
7111,2022-07-27,1287.1272257941914,South,NC,"Duplin County, NC",37061
7112,2022-07-27,1063.5314575268728,South,LA,"East Baton Rouge Parish, LA",22033
7113,2022-07-27,986.001028122459,West,CA,"El Dorado County, CA",6017
7114,2022-07-27,438.3191930085167,South,TX,"El Paso County, TX",48141
7115,2022-07-27,966.8391169094052,Northeast,PA,"Erie County, PA",42049
7116,2022-07-27,1288.675193252008,Northeast,MA,"Essex County, MA",25009
7117,2022-07-27,820.8890909518126,Northeast,NJ,"Essex County, NJ",34013
7118,2022-07-27,828.161107116323,Northeast,CT,"Fairfield County, CT",9001
7119,2022-07-27,1492.932114173717,South,SC,"Florence County, SC",45041
7120,2022-07-27,361.5354057261896,Midwest,KS,"Ford County, KS",20057
7121,2022-07-27,516.8731551398682,Northeast,MA,"Franklin County, MA",25011
7122,2022-07-27,901.0215523324832,Northeast,PA,"Franklin County, PA",42055
7123,2022-07-27,1166.7245388683614,South,VA,"Franklin County, VA",51067
7124,2022-07-27,892.1295007852583,Northeast,VT,"Franklin County, VT",50011
7125,2022-07-27,1610.6447159772745,South,VA,"Frederick County, VA",51069
7126,2022-07-27,518.5794361445232,West,CO,"Garfield County, CO",8045
7127,2022-07-27,563.8870664557076,South,MD,"Garrett County, MD",24023
7128,2022-07-27,901.202751171901,South,SC,"Georgetown County, SC",45043
7129,2022-07-27,1144.32221570269,South,SC,"Greenville County, SC",45045
7130,2022-07-27,1975.7315133602765,South,SC,"Greenwood County, SC",45047
7131,2022-07-27,1038.7992398201966,Midwest,IN,"Hamilton County, IN",18057
7132,2022-07-27,3678.5947655395607,South,TN,"Hamilton County, TN",47065
7133,2022-07-27,1138.7278229771302,Northeast,MA,"Hampden County, MA",25013
7134,2022-07-27,1098.9375533554626,Northeast,MA,"Hampshire County, MA",25015
7135,2022-07-27,2158.497536147409,Northeast,ME,"Hancock County, ME",23009
7136,2022-07-27,1357.782021920869,South,VA,"Hanover County, VA",51085
7137,2022-07-27,4181.499287098935,South,KY,"Harrison County, KY",21097
7138,2022-07-27,1071.934775645921,South,VA,"Harrisonburg City, VA",51660
7139,2022-07-27,1472.2415734534698,Northeast,CT,"Hartford County, CT",9003
7140,2022-07-27,1658.0439955726515,West,HI,"Hawaii County, HI",15001
7141,2022-07-27,677.3179126925485,Midwest,MN,"Hennepin County, MN",27053
7142,2022-07-27,1524.2301477807548,South,VA,"Henry County, VA",51089
7143,2022-07-27,1122.5607309004229,South,FL,"Hillsborough County, FL",12057
7144,2022-07-27,1442.5041534604634,South,MS,"Hinds County, MS",28049
7145,2022-07-27,849.5751173494406,West,HI,"Honolulu County, HI",15003
7146,2022-07-27,1522.605505543872,Midwest,IN,"Howard County, IN",18067
7147,2022-07-27,1368.8464348957375,West,CA,"Humboldt County, CA",6023
7148,2022-07-27,1462.5299747307847,Midwest,IN,"Huntington County, IN",18069
7149,2022-07-27,876.5099296067069,Northeast,PA,"Indiana County, PA",42063
